category,pub_name,pub_link,author,launch_date,num_subs,sub_rate,top_paid
Health,The Antidote,https://christinatasooji.substack.com/?utm_source=discover,Christina Tasooji,5 months ago,,,False
Health,Shoshin Weekly by Amardeep Parmar,https://amardeep.substack.com/?utm_source=discover,Amardeep S Parmar,9 months ago,,,False
Health,Healthtech Pigeon 🐦,https://www.healthtechpigeon.com/?utm_source=discover,somX,9 months ago,,,False
Health,Dear Care Team,https://givegoodcare.substack.com/?utm_source=discover,Give Good Care,3 months ago,,,False
Health,LivingOS Newsletter,https://livingos.substack.com/?utm_source=discover,,a year ago,,,False
Health,Woolgathering,https://woolgathering.substack.com/?utm_source=discover,Mike Sturm,8 months ago,,,False
Health,The Apple Watch Triathlete Newsletter,https://theapplewatchtriathlete.substack.com/?utm_source=discover,Ian Blackburn,4 months ago,,,False
Health,Work in Progress,https://rickpastoor.substack.com/?utm_source=discover,Rick Pastoor,5 months ago,,,False
Health,Acute Condition,https://www.acutecondition.com/?utm_source=discover,Olivia Webb,10 months ago,,,False
Health,Roshni Sanghvi's Daily Nutrition Tips,https://roshnisanghvi.substack.com/?utm_source=discover,RoshniSanghvi.com,5 months ago,,,False
Health,The Uplift,https://theuplift.substack.com/?utm_source=discover,Becky Barnes,2 months ago,,,False
Health,Tablet Habit,https://tablethabit.com/?utm_source=discover,Jeff Perry,10 months ago,,,False
Health,Strong Starts in the Mind™,https://strongstartsinthemind.substack.com/?utm_source=discover,Lisbeth Darsh,a year ago,,,False
Health,Keeping Kids in Motion Newsletter,https://keepingkidsinmotion.substack.com/?utm_source=discover,Justin and Lucretia Cahill,2 years ago,,,False
Health,Coach Paul Keefe,https://paulkeefe.substack.com/?utm_source=discover,,a year ago,,,False
Health,Birth of Clarity Newsletter,https://roscoe.substack.com/?utm_source=discover,Roscoe,2 years ago,,,False
Health,Careviser,https://careviser.substack.com/?utm_source=discover,Marie Loubiere,7 months ago,,,False
Health,Books & Biceps,https://jonfinkel.substack.com/?utm_source=discover,Jon Finkel,5 months ago,,,False
Health,Mental(izing) Health,https://elliot4cc.substack.com/?utm_source=discover,Elliot Jurist,4 months ago,,,False
Health,Matka Medicine,https://www.matkamedicine.com/?utm_source=discover,Bhavin Jankharia,6 months ago,,,False
Health,KiwisMedia,https://kiwismedia.substack.com/?utm_source=discover,Kiwismedia,3 months ago,,,False
Health,Arv' Musings,https://arvindashok.substack.com/?utm_source=discover,Arvind,a year ago,,,False
Health,Sex on Wednesday,https://sexonwednesday.substack.com/?utm_source=discover,Martha Kempner,9 months ago,,,False
Health,Age: The Next Everything,https://thenexteverything.substack.com/?utm_source=discover,Stephen P. Williams,3 years ago,,,False
Health,Pro Letter,https://productivitypro.substack.com/?utm_source=discover,Keith,5 months ago,,,False
Health,Newsletter Asoca,https://asocaid.substack.com/?utm_source=discover,William Jakfar,5 months ago,,,False
Health,Reis Release,https://reispeaces.substack.com/?utm_source=discover,AJ,a year ago,,,False
Health,Student of Intention,https://www.studentofintention.com/?utm_source=discover,Bob Dysart,5 months ago,,,False
Health,What the Health?!,https://whatthehealth.substack.com/?utm_source=discover,Emily Casey,7 months ago,,,False
Health,Iván Llamazares,https://ivllamazares.substack.com/?utm_source=discover,,8 months ago,,,False
Health,Conversations By The Sea,https://ellenforster.substack.com/?utm_source=discover,Ellen Forster,a year ago,,,False
Health,(Not a) Newsletter,https://theprincelyx.substack.com/?utm_source=discover,Muhammed Akinyemi,4 months ago,,,False
Health,True Health Corner Newsletter,https://truehealthcorner.substack.com/?utm_source=discover,,9 months ago,,,False
Health,Translational Medicine,https://translationalmedicine.substack.com/?utm_source=discover,Christopher Moag,4 months ago,,,False
Health,BHĀVANĀ SOCIETY,https://bhavanasociety.substack.com/?utm_source=discover,,5 months ago,,,False
Health,the secular heretic,https://secularheretic.substack.com/?utm_source=discover,Kyle Young,6 months ago,,,False
Health,The VB20 Training Club,https://visionbody.substack.com/?utm_source=discover,Johannes,8 months ago,,,False
Health,weightless,https://weightless.substack.com/?utm_source=discover,Julie Gallagher,2 months ago,,,False
Health,Fire Escape Bonsai,https://fireescapebonsai.substack.com/?utm_source=discover,Max Falkowitz,5 months ago,,,False
Health,Critical Nutrition,https://mrcogfit.substack.com/?utm_source=discover,Mr. Cogfit,6 months ago,,,False
Health,"In The Know, by Jamie Knowlton",https://jamieknowlton.substack.com/?utm_source=discover,,6 months ago,,,False
Health,Freelance Feels: The newsletter for humans who work for themselves,https://freelancefeels.substack.com/?utm_source=discover,Jenny Stallard,a year ago,,,False
Health,Thinking Health,https://chrisirvin.substack.com/?utm_source=discover,Chris Irvin,a year ago,,,False
Health,Coach AA's Sunday Newsletter,https://coachaasunday.substack.com/?utm_source=discover,Arvind,10 months ago,,,False
Health,Blog Game hóa,https://www.gamehoa.org/?utm_source=discover,,6 months ago,,,False
Health,The Weekly Spark,https://candlelightconversations.substack.com/?utm_source=discover,Nathan Vrabel,8 months ago,,,False
Health,The In-Between,https://dancayer.substack.com/?utm_source=discover,Dan Cayer,9 months ago,,,False
Health,UFF Newsletter,https://unfuckedfirefighter.substack.com/?utm_source=discover,Unfucked Firefighter,6 months ago,,,False
Health,guess i'll die,https://guessilldie.substack.com/?utm_source=discover,Ellen Scott,4 months ago,,,False
Health,Psych,https://psych.substack.com/?utm_source=discover,Vaibhav,10 months ago,,,False
Health,Sibelius’s Newsletter,https://sibelius.substack.com/?utm_source=discover,Sibelius Seraphini,a year ago,,,False
Health,Habits over Career,https://www.habitsovercareer.com/?utm_source=discover,Marie and Niki,4 months ago,,,False
Health,The Broken Brain Journal,https://stevenladurantaye.substack.com/?utm_source=discover,Steven Ladurantaye,3 months ago,,,False
Health,Moment.,https://freelancementalhealth.substack.com/?utm_source=discover,Matthew Knight / Leapers,3 months ago,,,False
Health,Path Nine,https://pathnine.substack.com/?utm_source=discover,Kevin Kirkpatrick,2 years ago,,,False
Health,Link Incubator,https://kbottle.substack.com/?utm_source=discover,Robert,2 years ago,,,False
Health,Ben’s Blog 🏉 🧠🧑‍💻,https://benalexander.substack.com/?utm_source=discover,Ben Alexander,10 months ago,,,False
Health,"All work, no pay",https://allworknopay.substack.com/?utm_source=discover,Baz,7 months ago,,,False
Health,Body By Emails,https://body.substack.com/?utm_source=discover,Jason Yeh,a year ago,,,False
Philosophy,Connect With Destiny,https://destinyharris.substack.com/?utm_source=discover,Destiny S. Harris,a year ago,,,False
Philosophy,The Jungle Gym,https://junglegym.substack.com/?utm_source=discover,Nick deWilde,2 years ago,,,False
Philosophy,The Well-Lived Life,https://thewelllivedlife.substack.com/?utm_source=discover,Aaron Nichols,4 months ago,,,False
Philosophy,life: examined,https://shanna.substack.com/?utm_source=discover,shanna trenholm,2 years ago,,,False
Philosophy,Hello Necole,https://newsletter.hellonecole.co/?utm_source=discover,Necole Kane,a year ago,,,False
Philosophy,The Tiff Weekly,https://tiffanyphilippou.substack.com/?utm_source=discover,Tiffany Philippou,2 years ago,,,False
Philosophy,Sovereign Sunday,https://michaelkimelman.substack.com/?utm_source=discover,Michael Kimelman,4 months ago,,,False
Philosophy,The Stoic Handbook by Jon Brooks,https://stoicism.substack.com/?utm_source=discover,,9 months ago,,,False
Philosophy,Safety Propaganda,https://safetypropaganda.substack.com/?utm_source=discover,Adam Lehrer,4 months ago,,,False
Philosophy,Nik's Newsletter,https://niksnewsletter.substack.com/?utm_source=discover,Niklas Göke,7 months ago,,,False
Philosophy,🍋Life Lemons by Dr. Faisal Jamshaid,https://lifelemons.substack.com/?utm_source=discover,,a year ago,,,False
Philosophy,MindVault,https://mindvault.substack.com/?utm_source=discover,Phil Hagspiel,5 months ago,,,False
Philosophy,The Peoples,https://thepeoples.substack.com/?utm_source=discover,Kyle Somersall,9 months ago,,,False
Philosophy,Life insider by Kretaro,https://kretaro.substack.com/?utm_source=discover,,6 months ago,,,False
Philosophy,Stoic Observations,https://mdcbowen.substack.com/?utm_source=discover,Michael DC Bowen,a year ago,,,False
Philosophy,JasonMuses,https://jasonmuses.substack.com/?utm_source=discover,Jason Brooks,2 months ago,,,False
Philosophy,The Knowledge,https://theknowledge.substack.com/?utm_source=discover,David Elikwu,2 years ago,,,False
Philosophy,Out of Curiosity,https://outofcuriosity.substack.com/?utm_source=discover,Reza Saeedi,a year ago,,,False
Philosophy,Mondays with M.T.,https://mikeomoniyics.substack.com/?utm_source=discover,M.T. Omoniyi,6 months ago,,,False
Philosophy,The Jonasletter,https://jonasellison.substack.com/?utm_source=discover,Jonas Ellison,a year ago,,,False
Philosophy,My Super Secret Diary,https://www.mysupersecretdiary.com/?utm_source=discover,Max Nussenbaum,8 months ago,,,False
Philosophy,Just Enough to Get Me in Trouble,https://lyle.substack.com/?utm_source=discover,Lyle McKeany,a year ago,,,False
Philosophy,The Audacity by Janel Abrahami,https://janelabrahami.substack.com/?utm_source=discover,,9 months ago,,,False
Philosophy,Sylvain Saurel’s Newsletter,https://sylvainsaurel.substack.com/?utm_source=discover,,a year ago,,,False
Philosophy,Tao Te Tuesday,https://taotetuesday.substack.com/?utm_source=discover,Daniel Meza,2 years ago,,,False
Philosophy,A Satisfied Mind,https://mikeyellis.substack.com/?utm_source=discover,Michael Ellis,5 months ago,,,False
Philosophy,Pour Me A Story,https://pourmeastory.substack.com/?utm_source=discover,adrian crawford,10 months ago,,,False
Philosophy,How To Be Self(ish),https://beselfish.substack.com/?utm_source=discover,Lauren McMenemy,5 months ago,,,False
Philosophy,Triston Andre's 'Fantastic 4 Friday' Newsletter,https://tristonandre.substack.com/?utm_source=discover,TRISTON ANDRE,4 months ago,,,False
Philosophy,Daily Philosophy,https://dailyphilosophy.substack.com/?utm_source=discover,Dr Andreas Matthias,8 months ago,,,False
Philosophy,YouTopian Journey,https://youtopianjourney.substack.com/?utm_source=discover,,4 months ago,,,False
Philosophy,Striking the Balance a newsletter by Wendy Wollner,https://wendywollner.substack.com/?utm_source=discover,,3 months ago,,,False
Philosophy,Consistency Daily,https://consistencycoaching.substack.com/?utm_source=discover,Chip Hardy,3 months ago,,,False
Philosophy,The Thinking Bat Newsletter,https://thinkingbat.substack.com/?utm_source=discover,Thinking Bat,9 months ago,,,False
Philosophy,Think Clearly,https://thinkclearly.substack.com/?utm_source=discover,Dave Thompson,3 months ago,,,False
Philosophy,Philosophy in Progress,https://williamfvallicella.substack.com/?utm_source=discover,William F. Vallicella,4 months ago,,,False
Philosophy,Better Human,https://onlyhuman.substack.com/?utm_source=discover,Niklaus Gerber,8 months ago,,,False
Philosophy,Expanding Awareness,https://expandingawareness.substack.com/?utm_source=discover,Michael Ashcroft,a year ago,,,False
Philosophy,Enzyme for Thought,https://enzyme.substack.com/?utm_source=discover,Khuyen,a year ago,,,False
History,Dearest,https://dearest.substack.com/?utm_source=discover,Monica McLaughlin,2 years ago,,,False
History,Ælfgif-who?,https://florencehrs.substack.com/?utm_source=discover,Florence H R Scott,3 months ago,,,False
History,Histories,https://www.gethistories.com/?utm_source=discover,Andrew Chapman,2 years ago,,,False
History,The Fashion and Race Database Newsletter,https://fashionandrace.substack.com/?utm_source=discover,,a year ago,,,False
History,Thought Crime-Permanently Banned from Twitter & YouTube,https://torrancestephensphd.substack.com/?utm_source=discover,Torrance Stephens,5 months ago,,,False
History,Run It Back,https://runitback.substack.com/?utm_source=discover,Victor Luckerson,a year ago,,,False
History,WeekInTime,https://weekintime.substack.com/?utm_source=discover,,3 months ago,,,False
History,The Hipcrime Vocab,https://hipcrime.substack.com/?utm_source=discover,Chad C. Mulligan,7 months ago,,,False
History,Notes from Beyond,https://nirupamamenonrao.substack.com/?utm_source=discover,Nirupama Menon Rao,a month ago,,,False
History,Vetlla'm aquest mort,https://vetllamaquestmort.substack.com/?utm_source=discover,,2 months ago,,,False
History,Fairly Unbalanced,https://michaeltallon.substack.com/?utm_source=discover,Michael Tallon,7 months ago,,,False
Travel,The Catholic Traveler,https://thecatholictraveler.substack.com/?utm_source=discover,Mountain Butorac,4 months ago,,,False
Travel,Travel-Intel,https://lara1a6.substack.com/?utm_source=discover,Know and Go,8 months ago,,,False
Travel,The Santorini Dave Newsletter,https://santorinidave.substack.com/?utm_source=discover,Santorini Dave,2 years ago,,,False
Travel,maxwell museums,https://maxwellmuseums.substack.com/?utm_source=discover,,a year ago,,,False
Travel,Nomadic Notes Travel Newsletter,https://newsletter.nomadicnotes.com/?utm_source=discover,James Clark,a year ago,,,False
Travel,Weekly A to Z,https://atozaatar.substack.com/?utm_source=discover,Courtney Brandt,7 months ago,,,False
Travel,Tales of the Orient by Simon Ostheimer,https://simonostheimer.substack.com/?utm_source=discover,,a year ago,,,False
Travel,The Global Jigsaw,https://pallaviaiyar.substack.com/?utm_source=discover,Pallavi Aiyar,4 months ago,,,False
Travel,Pavlos’ Newsletter (Santorinisecrets),https://santorinisecrets.substack.com/?utm_source=discover,Pavlos Inglesis,3 months ago,,,False
Travel,Italy In Your Inbox,https://italofile.substack.com/?utm_source=discover,Melanie Renzulli,10 months ago,,,False
Travel,Brew York and Beyond,https://brewyork.substack.com/?utm_source=discover,Chris O'Leary,3 months ago,,,False
Travel,Brent and Michael are Going Places,https://brentandmichaelaregoingplaces.substack.com/?utm_source=discover,,a month ago,,,False
Travel,Blocal's letter,https://giuliablocalblog.substack.com/?utm_source=discover,Giulia Blocal,6 months ago,,,False
Travel,French Crossroads,https://frenchcrossroads.substack.com/?utm_source=discover,Chris O'Brien,10 months ago,,,False
Travel,Bolder Travel,https://nigelbolding.substack.com/?utm_source=discover,Nigel Bolding,a year ago,,,False
Travel,Alas,https://alasypiscinas.substack.com/?utm_source=discover,Carla,10 months ago,,,False
Travel,Asia Travel Re:Set,https://asiatravelreset.substack.com/?utm_source=discover,Gary Bowerman,8 months ago,,,False
